Tipo_Chamado,Status,Organizacoes,criado,primeira_resoista,tempo_de_resolucao
Bug,Entregue,Mais Alívio,13/06/2025,-13:38:00,10:01
Bug,Entregue,Mais Alívio,13/06/2025,-13:39:00,10:00
Bug,Entregue,Claro - Antiquebra,13/06/2025,23:55,
Bug,Entregue,Claro - Antiquebra,13/06/2025,-67:44:00,-44:04:00
New Feature,Entregue,Jaguar Mining,12/06/2025,-54:07:00,
Bug,Entregue,Claro - Hub de Aparelhos,12/06/2025,-00:52:00,14:01
New Feature,Entregue,Mais Alívio,12/06/2025,-514:36:00,
Bug,Entregue,Mais Alívio,12/06/2025,-142:29:00,-118:49:00
Bug,Entregue,Claro - Hub de Aparelhos,12/06/2025,-164:24:00,-140:44:00
New Feature,Entregue,EaseLabs,12/06/2025,-177:12:00,
Bug,Entregue,Mais Alívio,12/06/2025,-29:03:00,-05:23:00
Bug,Entregue,Claro - Antiquebra,11/06/2025,-86:00:00,-82:20:00
Bug,Entregue,Solução em Focco,10/06/2025,-116:22:00,-92:42:00
Bug,Entregue,Claro - Hub de Aparelhos,10/06/2025,-152:48:00,
Bug,Entregue,Claro - Hub de Aparelhos,10/06/2025,14:45,
Bug,Entregue,Claro - Antiquebra,10/06/2025,23:02,
Bug,Entregue,Claro - Antiquebra,09/06/2025,23:43,
New Feature,Entregue,Sintesc,09/06/2025,-532:24:00,
New Feature,Entregue,Sintesc,09/06/2025,-17:22:00,
Bug,Entregue,Claro - Antiquebra,09/06/2025,-15:03:00,-11:23:00
Bug,Entregue,Claro - Hub de Aparelhos,06/06/2025,22:06,
Bug,Entregue,Solução em Focco,06/06/2025,-310:53:00,-287:13:00
Bug,Entregue,Claro - Hub de Aparelhos,05/06/2025,-05:20:00,18:19
Bug,Entregue,Claro - Antiquebra,05/06/2025,-25:32:00,-21:52:00
Bug,Entregue,Claro - Antiquebra,05/06/2025,23:25,
Bug,Entregue,Sintesc,04/06/2025,-28:00:00,-04:20:00
Bug,Entregue,Claro - Hub de Aparelhos,04/06/2025,-60:38:00,-36:58:00
Bug,Entregue,Claro - Hub de Aparelhos,04/06/2025,-60:55:00,-37:15:00
Bug,Entregue,Claro - Hub de Aparelhos,04/06/2025,-61:25:00,-37:45:00
New Feature,Em progresso,Mais Alívio,03/06/2025,-643:28:00,
New Feature,Em progresso,Mais Alívio,03/06/2025,-669:55:00,-662:15:00
New Feature,Entregue,Mais Alívio,03/06/2025,-413:36:00,
Bug,Entregue,Solução em Focco,03/06/2025,-163:20:00,-159:40:00
Bug,Entregue,Claro - Hub de Aparelhos,02/06/2025,-00:18:00,-13:29:00
HelpDesk Support,Resolvido,EaseLabs,02/06/2025,-01:43:00,22:16
New Feature,Pendente,Jaguar Mining,02/06/2025,-655:54:00,
Bug,Entregue,Claro - Antiquebra,02/06/2025,21:34,
HelpDesk Support,Resolvido,Jaguar Mining,02/06/2025,-22:10:00,
New Feature,Entregue,Jaguar Mining,02/06/2025,-91:13:00,
Bug,Entregue,Sintesc,02/06/2025,-46:18:00,-22:38:00
Bug,Entregue,Claro - Hub de Aparelhos,31/05/2025,10:22,
Bug,Entregue,Claro - Hub de Aparelhos,30/05/2025,-00:11:00,03:28
HelpDesk Support,Resolvido,Jaguar Mining,30/05/2025,18:17,
Bug,Em progresso,Solução em Focco,30/05/2025,-686:40:00,-663:00:00
Bug,Entregue,Solução em Focco,30/05/2025,-348:37:00,-324:57:00
Bug,Entregue,Solução em Focco,30/05/2025,-348:42:00,-325:02:00
New Feature,Entregue,Solução em Focco,30/05/2025,-154:30:00,
Bug,Entregue,Solução em Focco,30/05/2025,-178:19:00,-154:39:00
Bug,Entregue,Solução em Focco,30/05/2025,-500:02:00,-476:22:00
New Feature,Entregue,Solução em Focco,30/05/2025,-154:30:00,
New Feature,Entregue,Solução em Focco,30/05/2025,-154:46:00,
Bug,Entregue,Solução em Focco,30/05/2025,-178:15:00,-170:35:00
Bug,Entregue,Solução em Focco,30/05/2025,-178:25:00,-170:45:00
New Feature,Em progresso,Solução em Focco,30/05/2025,-663:34:00,
Bug,Entregue,Claro - Hub de Aparelhos,30/05/2025,-05:54:00,-02:14:00
Bug,Em progresso,Solução em Focco,30/05/2025,-687:20:00,-663:40:00
Bug,Em progresso,Solução em Focco,30/05/2025,-687:24:00,-663:44:00
Bug,Em progresso,Solução em Focco,30/05/2025,-687:25:00,-663:45:00
Bug,Em progresso,Solução em Focco,30/05/2025,-687:26:00,-663:46:00
Bug,Em progresso,Solução em Focco,30/05/2025,-687:33:00,-663:53:00
Bug,Entregue,Claro - Antiquebra,29/05/2025,-110:25:00,-106:45:00
New Feature,Entregue,Claro - Hub de Aparelhos,29/05/2025,-49:42:00,-46:02:00
Bug,Entregue,Visione,29/05/2025,-16:52:00,-49:32:00
Bug,Entregue,Claro - Hub de Aparelhos,29/05/2025,-12:22:00,-08:42:00
Bug,Entregue,Claro - Hub de Aparelhos,29/05/2025,-05:51:00,17:48
Bug,Entregue,Claro - Hub de Aparelhos,29/05/2025,-05:53:00,17:46
Bug,Entregue,Claro - Hub de Aparelhos,29/05/2025,-54:34:00,-50:54:00
Bug,Entregue,Claro - Antiquebra,29/05/2025,23:51,
Bug,Entregue,Claro - Hub de Aparelhos,28/05/2025,-12:28:00,11:11
Bug,Entregue,Claro - Hub de Aparelhos,28/05/2025,-14:42:00,08:57
HelpDesk Support,Resolvido,Sintesc,28/05/2025,11:29,35:29:00
Bug,Entregue,Claro - Hub de Aparelhos,28/05/2025,-13:54:00,09:45
Bug,Entregue,Claro - Antiquebra,28/05/2025,23:24,
HelpDesk Support,Resolvido,Jaguar Mining,27/05/2025,13:43,
Bug,Entregue,Claro - Hub de Aparelhos,27/05/2025,-17:45:00,05:54
Bug,Entregue,Claro - Hub de Aparelhos,27/05/2025,00:16,23:56
Bug,Entregue,Mais Alívio,27/05/2025,-79:54:00,-56:14:00
Bug,Entregue,Claro - Antiquebra,27/05/2025,23:09,
Bug,Entregue,Sintesc,27/05/2025,-20:41:00,-52:09:00
Bug,Entregue,Claro - Hub de Aparelhos,27/05/2025,-03:30:00,10:24
New Feature,Entregue,Mais Alívio,27/05/2025,-18:00:00,
Bug,Entregue,Mais Alívio,26/05/2025,-17:07:00,-09:27:00
Bug,Entregue,Claro - Antiquebra,26/05/2025,-178:50:00,-175:10:00
Bug,Entregue,Mais Alívio,26/05/2025,-462:06:00,-454:26:00
Bug,Entregue,Claro - Hub de Aparelhos,26/05/2025,19:28,
Bug,Entregue,Claro - Antiquebra,24/05/2025,21:34,
Bug,Entregue,Claro - Hub de Aparelhos,23/05/2025,10:38,
Bug,Entregue,Claro - Hub de Aparelhos,23/05/2025,10:32,
New Feature,Entregue,Claro - Antiquebra,22/05/2025,-168:00:00,
New Feature,Entregue,Claro - Antiquebra,22/05/2025,-44:42:00,
New Feature,Pendente,Dr. de Todos,22/05/2025,-708:00:00,
New Feature,Pendente,Dr. de Todos,22/05/2025,-708:01:00,
New Feature,Em progresso,Dr. de Todos,22/05/2025,-708:02:00,
New Feature,Entregue,Dr. de Todos,22/05/2025,-295:40:00,
New Feature,Entregue,Dr. de Todos,22/05/2025,-524:01:00,
Bug,Entregue,Claro - Hub de Aparelhos,22/05/2025,03:41,
New Feature,Entregue,Mais Alívio,22/05/2025,-84:06:00,
New Feature,Entregue,Sintesc,22/05/2025,-95:56:00,
HelpDesk Support,Resolvido,EaseLabs,21/05/2025,11:45,35:45:00
HelpDesk Support,Resolvido,Jaguar Mining,21/05/2025,-34:13:00,
Bug,Entregue,Claro - Hub de Aparelhos,21/05/2025,-34:02:00,-10:22:00
Bug,Entregue,Claro - Antiquebra,21/05/2025,-230:37:00,-292:33:00
HelpDesk Support,Resolvido,Jaguar Mining,19/05/2025,06:58,
Bug,Entregue,Mais Alívio,19/05/2025,-165:42:00,-158:02:00
New Feature,Entregue,LocSystem,19/05/2025,-26:08:00,
New Feature,Entregue,LocSystem,19/05/2025,-418:48:00,
Bug,Entregue,Mais Alívio,19/05/2025,-55:33:00,-47:53:00
New Feature,Entregue,LocSystem,19/05/2025,-47:43:00,
New Feature,Entregue,LocSystem,19/05/2025,-418:48:00,
New Feature,Entregue,LocSystem,19/05/2025,-418:47:00,
Bug,Entregue,LocSystem,19/05/2025,-49:47:00,-26:07:00
New Feature,Entregue,LocSystem,19/05/2025,-418:47:00,
Bug,Entregue,LocSystem,19/05/2025,-49:47:00,-26:07:00
Bug,Entregue,LocSystem,19/05/2025,-49:48:00,-26:08:00
Bug,Entregue,Claro - Hub de Aparelhos,17/05/2025,21:28,
Bug,Entregue,Claro - Hub de Aparelhos,17/05/2025,21:28,
Bug,Entregue,Claro - Hub de Aparelhos,17/05/2025,21:28,
HelpDesk Support,Resolvido,Sintesc,16/05/2025,-31:36:00,-07:36:00
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-20:23:00,03:16
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-65:56:00,-42:16:00
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-20:26:00,03:13
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-22:24:00,01:15
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-02:00:00,05:30
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-20:31:00,03:08
Bug,Entregue,Claro - Hub de Aparelhos,16/05/2025,-20:33:00,03:06
HelpDesk Support,Resolvido,Sintesc,16/05/2025,23:45,47:45:00
New Feature,Entregue,Claro - Antiquebra,15/05/2025,-590:07:00,
New Feature,Pendente,Claro - Antiquebra,15/05/2025,-745:20:00,
New Feature,Entregue,Claro - Antiquebra,15/05/2025,-98:15:00,
New Feature,Entregue,Claro - Antiquebra,15/05/2025,-143:27:00,
New Feature,Entregue,Claro - Antiquebra,15/05/2025,-99:11:00,
New Feature,Entregue,Claro - Antiquebra,15/05/2025,-99:31:00,
HelpDesk Support,Cancelado,Jaguar Mining,15/05/2025,23:39,
New Feature,Entregue,Claro - Antiquebra,15/05/2025,-100:18:00,
Bug,Entregue,Claro - Hub de Aparelhos,15/05/2025,-66:45:00,-43:05:00
New Feature,Entregue,Claro - Antiquebra,14/05/2025,-106:03:00,
New Feature,Entregue,Claro - Antiquebra,14/05/2025,-106:02:00,
New Feature,Entregue,Claro - Antiquebra,14/05/2025,-92:43:00,
Bug,Entregue,Claro - Antiquebra,14/05/2025,-116:23:00,-112:43:00
Bug,Entregue,Claro - Hub de Aparelhos,14/05/2025,-23:05:00,00:34
Bug,Entregue,Claro - Hub de Aparelhos,13/05/2025,24:00:00,
New Feature,Entregue,EaseLabs,13/05/2025,-17:15:00,
Bug,Entregue,Claro - Hub de Aparelhos,13/05/2025,-43:54:00,-20:14:00
HelpDesk Support,Resolvido,Jaguar Mining,13/05/2025,-27:18:00,
Bug,Entregue,Claro - Hub de Aparelhos,13/05/2025,-79:31:00,-55:51:00
Bug,Entregue,Claro - Hub de Aparelhos,13/05/2025,-45:11:00,-21:31:00
HelpDesk Support,Resolvido,EaseLabs,13/05/2025,11:21,35:21:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-79:40:00,-76:00:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-84:28:00,-80:48:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-50:05:00,-46:25:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-50:06:00,-46:26:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-07:26:00,-100:54:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-84:28:00,-80:48:00
Bug,Entregue,Claro - Hub de Aparelhos,12/05/2025,-84:29:00,-80:49:00
New Feature,Entregue,Claro - Antiquebra,12/05/2025,-34:41:00,
HelpDesk Support,Resolvido,Jaguar Mining,12/05/2025,-36:03:00,
Bug,Entregue,Mais Alívio,12/05/2025,-172:40:00,-165:00:00
New Feature,Entregue,EaseLabs,09/05/2025,-33:13:00,
Bug,Entregue,Sintesc,09/05/2025,-01:27:00,22:12
Bug,Entregue,Claro - Hub de Aparelhos,09/05/2025,22:19,
Bug,Entregue,Claro - Hub de Aparelhos,09/05/2025,22:15,
Bug,Entregue,Claro - Hub de Aparelhos,09/05/2025,22:15,
Bug,Entregue,Claro - Hub de Aparelhos,09/05/2025,22:13,
Bug,Entregue,Claro - Hub de Aparelhos,09/05/2025,22:11,
Bug,Entregue,Claro - Hub de Aparelhos,09/05/2025,22:10,
Bug,Entregue,Sintesc,08/05/2025,00:20,24:00:00
New Feature,Entregue,EaseLabs,08/05/2025,-168:00:00,
New Feature,Entregue,EaseLabs,08/05/2025,-552:00:00,
New Feature,Entregue,Jaguar Mining,08/05/2025,-49:06:00,
New Feature,Entregue,Claro - Antiquebra,08/05/2025,-54:44:00,
New Feature,Entregue,Sintesc,08/05/2025,-547:34:00,
HelpDesk Support,Resolvido,Claro - Antiquebra,08/05/2025,-57:20:00,-33:20:00
Bug,Entregue,Jaguar Mining,08/05/2025,-285:07:00,-261:27:00
New Feature,Entregue,EaseLabs,07/05/2025,-49:13:00,
Bug,Entregue,Sintesc,07/05/2025,-24:27:00,-27:18:00
Bug,Entregue,Sintesc,07/05/2025,-05:34:00,18:05
Bug,Entregue,Sintesc,07/05/2025,-08:19:00,15:20
New Feature,Entregue,Sintesc,06/05/2025,-354:05:00,
Bug,Entregue,Claro - Hub de Aparelhos,06/05/2025,-49:44:00,
Bug,Entregue,Claro - Hub de Aparelhos,06/05/2025,-63:45:00,
Bug,Entregue,Claro - Hub de Aparelhos,06/05/2025,-64:58:00,
Bug,Entregue,Claro - Antiquebra,06/05/2025,16:37,
HelpDesk Support,Resolvido,Sintesc,06/05/2025,05:29,29:29:00
Bug,Entregue,Claro - Hub de Aparelhos,05/05/2025,24:00:00,
Bug,Entregue,Claro - Hub de Aparelhos,05/05/2025,-126:27:00,-122:47:00
Bug,Entregue,Claro - Hub de Aparelhos,05/05/2025,-92:06:00,-88:26:00
HelpDesk Support,Resolvido,EaseLabs,05/05/2025,-61:16:00,-37:36:00
Bug,Entregue,Claro - Hub de Aparelhos,05/05/2025,-61:29:00,
New Feature,Entregue,Sintesc,03/05/2025,-525:05:00,
HelpDesk Support,Resolvido,Sintesc,03/05/2025,-02:34:00,21:25
New Feature,Entregue,EaseLabs,02/05/2025,-40:00:00,
Bug,Entregue,Sintesc,02/05/2025,-28:39:00,-24:59:00
New Feature,Entregue,HiCare,02/05/2025,-30:41:00,
New Feature,Entregue,HiCare,02/05/2025,-30:59:00,
New Feature,Entregue,HiCare,02/05/2025,-30:59:00,
New Feature,Entregue,HiCare,02/05/2025,-31:00:00,
Bug,Entregue,HiCare,02/05/2025,-54:40:00,-31:00:00
Bug,Entregue,HiCare,02/05/2025,-54:44:00,-31:04:00
HelpDesk Support,Resolvido,EaseLabs,30/04/2025,-01:54:00,12:09
New Feature,Entregue,Claro - Antiquebra,30/04/2025,-498:14:00,
New Feature,Entregue,Claro - Antiquebra,30/04/2025,03:10,
New Feature,Entregue,Claro - Antiquebra,30/04/2025,-20:06:00,
HelpDesk Support,Resolvido,Jaguar Mining,29/04/2025,-40:46:00,
New Feature,Entregue,Jaguar Mining,29/04/2025,-315:06:00,
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,00:06,23:46
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-00:01:00,23:38
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-00:04:00,23:35
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-166:35:00,-162:55:00
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-00:28:00,23:11
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-00:33:00,23:06
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-00:50:00,22:49
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-00:54:00,22:45
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-194:32:00,-190:52:00
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-01:04:00,22:35
HelpDesk Support,Resolvido,Sintesc,28/04/2025,20:39,44:39:00
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-03:10:00,20:29
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-03:32:00,20:07
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-03:40:00,19:59
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-04:16:00,19:23
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,-100:43:00,
Bug,Entregue,Claro - Hub de Aparelhos,28/04/2025,00:05,23:45
Bug,Entregue,Claro - Antiquebra,28/04/2025,-368:51:00,-365:11:00
New Feature,Entregue,Claro - Antiquebra,27/04/2025,-122:05:00,
New Feature,Entregue,Claro - Antiquebra,27/04/2025,-122:05:00,
New Feature,Entregue,Claro - Antiquebra,26/04/2025,-122:01:00,
New Feature,Pendente,Claro - Antiquebra,26/04/2025,-857:20:00,
New Feature,Entregue,EaseLabs,25/04/2025,03:43,
HelpDesk Support,Resolvido,Jaguar Mining,25/04/2025,21:14,
HelpDesk Support,Resolvido,Jaguar Mining,25/04/2025,16:09,
Bug,Entregue,Claro - Hub de Aparelhos,24/04/2025,16:56,
Bug,Entregue,Claro - Hub de Aparelhos,24/04/2025,-110:27:00,
Bug,Entregue,Claro - Hub de Aparelhos,24/04/2025,-05:55:00,17:37
Bug,Entregue,Mais Alívio,24/04/2025,-19:09:00,-15:29:00
HelpDesk Support,Cancelado,Claro - Hub de Aparelhos,24/04/2025,-01:43:00,21:56
New Feature,Entregue,Claro - Hub de Aparelhos,24/04/2025,02:29,
New Feature,Entregue,EaseLabs,23/04/2025,-129:11:00,
Bug,Entregue,Mais Alívio,23/04/2025,-79:12:00,-71:32:00
Bug,Entregue,Claro - Hub de Aparelhos,22/04/2025,-76:56:00,-53:16:00
New Feature,Entregue,Sintesc,19/04/2025,-15:40:00,
New Feature,Entregue,Sintesc,19/04/2025,-447:01:00,
Bug,Entregue,Claro - Hub de Aparelhos,17/04/2025,-01:01:00,
Bug,Entregue,Jaguar Mining,16/04/2025,-325:39:00,-301:59:00
HelpDesk Support,Resolvido,Claro - Hub de Aparelhos,16/04/2025,-01:03:00,22:36
New Feature,Entregue,EaseLabs,16/04/2025,-35:05:00,
New Feature,Entregue,Sintesc,16/04/2025,-637:38:00,
New Feature,Entregue,Sintesc,16/04/2025,-300:09:00,
New Feature,Entregue,Mais Alívio,15/04/2025,-413:15:00,
New Feature,Entregue,Sintesc,15/04/2025,-473:42:00,
New Feature,Entregue,Sintesc,15/04/2025,-55:21:00,
HelpDesk Support,Resolvido,Jaguar Mining,15/04/2025,20:07,
New Feature,Entregue,EaseLabs,15/04/2025,-45:17:00,
Bug,Entregue,Claro - Hub de Aparelhos,15/04/2025,-06:14:00,-88:18:00
Bug,Entregue,Claro - Hub de Aparelhos,14/04/2025,17:04,
Bug,Entregue,EaseLabs,14/04/2025,-112:37:00,-108:57:00
Bug,Entregue,Claro - Hub de Aparelhos,12/04/2025,18:03,
New Feature,Entregue,Claro - Antiquebra,11/04/2025,-374:30:00,
Bug,Entregue,Claro - Antiquebra,11/04/2025,-76:56:00,-53:16:00
New Feature,Entregue,Mais Alívio,11/04/2025,-350:01:00,
Bug,Entregue,Mais Alívio,11/04/2025,-28:57:00,-05:17:00
New Feature,Entregue,Mais Alívio,11/04/2025,13:48,
Bug,Entregue,Bro Energy,11/04/2025,-697:04:00,-673:24:00
Bug,Entregue,Sintesc,11/04/2025,-18:50:00,-223:20:00
Bug,Entregue,Claro - Hub de Aparelhos,10/04/2025,-15:32:00,-12:54:00
HelpDesk Support,Resolvido,Sintesc,10/04/2025,-00:19:00,23:20
Bug,Entregue,Claro - Hub de Aparelhos,10/04/2025,22:17,
New Feature,Entregue,Jaguar Mining,10/04/2025,-71:01:00,
New Feature,Entregue,Sintesc,10/04/2025,-897:06:00,
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-213:35:00,-278:48:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-04:13:00,-09:23:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-04:17:00,-09:25:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-04:20:00,-09:28:00
New Feature,Entregue,Mais Alívio,09/04/2025,-371:35:00,
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-30:04:00,-26:24:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-30:10:00,-26:30:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-04:46:00,-09:58:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-04:59:00,-10:05:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-50:09:00,-46:29:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-10:19:00,-10:35:00
Bug,Entregue,Claro - Hub de Aparelhos,09/04/2025,-29:04:00,-27:19:00
New Feature,Entregue,EaseLabs,08/04/2025,-188:44:00,
New Feature,Entregue,Jaguar Mining,08/04/2025,-91:10:00,
New Feature,Pendente,Jaguar Mining,08/04/2025,-967:26:00,
New Feature,Entregue,Jaguar Mining,07/04/2025,11:16,
New Feature,Entregue,EaseLabs,07/04/2025,11:10,
Bug,Entregue,Mais Alívio,07/04/2025,-15:20:00,08:19
Bug,Entregue,Claro - Antiquebra,07/04/2025,-19:58:00,-16:18:00
New Feature,Entregue,Claro - Antiquebra,06/04/2025,-93:18:00,
New Feature,Entregue,Claro - Antiquebra,06/04/2025,-638:32:00,
Bug,Entregue,Claro - Antiquebra,06/04/2025,-21:38:00,-17:58:00
Bug,Entregue,Claro - Antiquebra,06/04/2025,23:27,
New Feature,Entregue,EaseLabs,04/04/2025,06:03,
Bug,Entregue,EaseLabs,04/04/2025,-123:07:00,-119:27:00
Bug,Entregue,Sintesc,04/04/2025,-138:07:00,-134:27:00
New Feature,Pendente,Sintesc,04/04/2025,-982:17:00,
New Feature,Em progresso,Sintesc,04/04/2025,-982:25:00,
New Feature,Em progresso,Sintesc,04/04/2025,-982:28:00,
New Feature,Entregue,Mais Alívio,04/04/2025,00:09,
Bug,Entregue,Claro - Hub de Aparelhos,04/04/2025,19:57,
New Feature,Entregue,EaseLabs,03/04/2025,-212:53:00,
New Feature,Entregue,EaseLabs,03/04/2025,-07:06:00,
New Feature,Entregue,Sintesc,03/04/2025,-713:01:00,
New Feature,Entregue,Claro - Hub de Aparelhos,02/04/2025,-316:07:00,
Bug,Entregue,Claro - Hub de Aparelhos,02/04/2025,15:48,
Bug,Entregue,Claro - Hub de Aparelhos,02/04/2025,-19:31:00,-03:33:00
Bug,Entregue,Claro - Hub de Aparelhos,02/04/2025,-11:37:00,04:25
New Feature,Em progresso,Sintesc,31/03/2025,-1013:57:00,
Bug,Entregue,Claro - Hub de Aparelhos,31/03/2025,-05:46:00,-19:36:00
Bug,Entregue,Claro - Hub de Aparelhos,31/03/2025,-05:32:00,17:07
Bug,Entregue,Claro - Hub de Aparelhos,31/03/2025,-05:39:00,17:01
Bug,Entregue,Claro - Hub de Aparelhos,29/03/2025,09:01,
Bug,Entregue,Claro - Antiquebra,29/03/2025,23:46,
Bug,Entregue,Claro - Antiquebra,29/03/2025,23:45,
Bug,Entregue,Claro - Hub de Aparelhos,28/03/2025,-15:00:00,-22:25:00
Bug,Entregue,Claro - Hub de Aparelhos,28/03/2025,00:06,08:30
Bug,Entregue,Claro - Hub de Aparelhos,28/03/2025,00:03,08:29
Bug,Entregue,Claro - Hub de Aparelhos,28/03/2025,21:56,
Bug,Entregue,Claro - Antiquebra,28/03/2025,16:12,
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-33:18:00,-09:38:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-33:29:00,-09:49:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-55:26:00,-31:46:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-24:29:00,-11:09:00
Bug,Entregue,Sintesc,27/03/2025,-02:37:00,-62:08:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-35:10:00,-11:30:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-35:24:00,-11:44:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-36:03:00,-12:23:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-41:51:00,-18:11:00
Bug,Entregue,Visione,27/03/2025,-06:05:00,-587:21:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-57:13:00,-33:33:00
HelpDesk Support,Resolvido,Jaguar Mining,27/03/2025,18:20,
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-57:46:00,-34:06:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-38:56:00,-15:16:00
Bug,Entregue,Mais Alívio,27/03/2025,-07:38:00,16:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-39:06:00,-15:26:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-34:07:00,-10:27:00
Bug,Entregue,Claro - Hub de Aparelhos,27/03/2025,-34:11:00,-10:31:00
New Feature,Entregue,Claro - Hub de Aparelhos,26/03/2025,-45:09:00,
Bug,Entregue,EaseLabs,26/03/2025,-05:41:00,-21:20:00
Bug,Entregue,Mais Alívio,26/03/2025,-49:34:00,-25:54:00
New Feature,Entregue,Sintesc,25/03/2025,-00:50:00,
New Feature,Entregue,Claro - Hub de Aparelhos,25/03/2025,18:36,
HelpDesk Support,Resolvido,Jaguar Mining,25/03/2025,14:54,
New Feature,Entregue,Jaguar Mining,24/03/2025,-175:14:00,
Bug,Entregue,Mais Alívio,24/03/2025,-63:33:00,-39:53:00
Bug,Entregue,Claro - Hub de Aparelhos,24/03/2025,-04:17:00,-92:03:00
New Feature,Entregue,EaseLabs,21/03/2025,16:56,
New Feature,Pendente,Bro Energy,21/03/2025,-1062:13:00,
Bug,Entregue,Claro - Hub de Aparelhos,20/03/2025,-16:25:00,-08:25:00
New Feature,Entregue,Sintesc,20/03/2025,-02:29:00,
Bug,Entregue,Sintesc,20/03/2025,-15:52:00,-03:41:00
Bug,Entregue,Claro - Hub de Aparelhos,20/03/2025,-17:51:00,-09:51:00
Bug,Entregue,Sintesc,20/03/2025,-16:46:00,-04:12:00
Bug,Entregue,Sintesc,20/03/2025,-29:40:00,-06:00:00
Bug,Entregue,Claro - Hub de Aparelhos,20/03/2025,-03:22:00,08:54
Bug,Entregue,Claro - Hub de Aparelhos,20/03/2025,-05:30:00,07:26
New Feature,Entregue,Claro - Hub de Aparelhos,20/03/2025,-389:06:00,
Bug,Entregue,Sintesc,20/03/2025,-00:37:00,23:02
New Feature,Entregue,EaseLabs,19/03/2025,-60:26:00,
Bug,Entregue,Claro - Hub de Aparelhos,19/03/2025,-05:06:00,18:33
Bug,Entregue,Claro - Hub de Aparelhos,19/03/2025,-03:14:00,18:25
New Feature,Entregue,Sintesc,19/03/2025,-322:39:00,
Bug,Entregue,Claro - Hub de Aparelhos,18/03/2025,23:35,
Bug,Entregue,Claro - Hub de Aparelhos,18/03/2025,-11:30:00,-65:17:00
Bug,Entregue,Claro - Hub de Aparelhos,18/03/2025,-11:43:00,10:49
Bug,Entregue,Claro - Hub de Aparelhos,18/03/2025,-08:43:00,10:50
Bug,Entregue,Claro - Hub de Aparelhos,18/03/2025,-09:16:00,09:28
Bug,Entregue,Claro - Hub de Aparelhos,17/03/2025,-27:00:00,-17:30:00
Bug,Entregue,Claro - Hub de Aparelhos,17/03/2025,-08:49:00,08:22
New Feature,Entregue,EaseLabs,17/03/2025,01:11,
New Feature,Entregue,EaseLabs,17/03/2025,-31:04:00,
